Date,Title,Keywords,Abstract
2007,UV金属油墨的特性与用途--《丝网印刷》,UV油墨 金属油墨 网版印刷,"介绍了UV金属油墨的种类、特性与使用范围,并就UV金属油墨的印刷色序、固化工艺以及正确选用进行了详细论述。"
2017,可逆温变转色UV油墨及其变色特性--《包装工程》,可逆温变转色 微胶囊 UV油墨 变色特性,"目的制备环保、适用范围广的温变转色防伪油墨。方法利用隐色染料(热敏黑)、显色剂(双酚A)及溶剂(十四醇)组成可逆温变转色复配物,然后用原位聚合法对复配物进行微胶囊包覆,最后将微胶囊加入UV连接料体系中制成可逆温变转色UV油墨,分析油墨的色度学特性。结果当乳化转速为16 000 r/min、p H值为2~3、乳化温度为45℃、乳化时间为30~40 min时,微胶囊粒径较小,显色效果较好。对该可逆温变转色UV油墨样品进行CIE-Lab色度学特性分析,在整个加热/冷却循环后,温变转色油墨又回到初始明度值,油墨样品明度发生滞后现象,整个过程中样品的明度值形成一个闭环的回路。结论该法制备的可逆温变转色油墨具有检测方便、变色效果明显等优点,在包装防伪印刷中具有广阔的应用前景。"
2014,水性UV油墨的制备及表征--《包装工程》,水性UV油墨 高速分散法 配方设计 包装印刷行业,"目的为了确定水性UV油墨的制备、表征及其配方。方法采用高速分散法将连接料、颜料、去离子水和助剂分散均匀即可制得水性UV油墨,探讨了连接料的含量、光固化时间对水性UV油墨附着牢度的影响,以及光引发剂用量、墨膜厚度对墨膜光固化时间的影响。结果连接料的较佳质量分数为60%,墨膜的适宜固化时间为6 s,光引发剂的较佳用量为2%,墨膜的适合厚度为10μm。当m(连接料)∶m(颜料)∶m(乙醇和水)∶m(光引发剂)=6∶1∶2.8∶0.2时,水性UV油墨的综合性能较佳。结论该水性UV油墨具有干燥速度快、无污染、印刷质量高等优点,可广泛应用于包装印刷行业。"
2012,UV油墨固化速率的影响因素研究--《中国印刷与包装研究》,光引发剂 UV油墨 固化速率,"UV油墨固化速率不仅受到油墨中各组分的影响,而且与墨膜厚度有密切关系。本研究分别使用不同种类的预聚物、单体、光引发剂配制油墨,研究油墨各组分对UV油墨固化速率的影响;进而固定油墨其他组分,改变光引发剂种类及其含量配制油墨,并制备不同墨层厚度的样品,测试不同墨层厚度下的油墨预聚物双键转化率,分析光引发剂种类及其含量与不同厚度墨膜固化速率的关系。测试不同UV光源功率下的双键转化率,研究含不同光引发剂的油墨在不同功率下的固化速率。研究结果表明,油墨各组分对UV油墨固化速率有一定影响,此外,随着墨层厚度的增大,油墨双键转化率降低;当光引发剂含量小于10%时,UV油墨的固化速率随着光引发剂含量的增加而增大;UV油墨的双键转化率随着UV光源功率的增大而增大。"
2018,改性UV油墨对印刷薄木耐光变色性能的影响--《浙江农林大学学报》,木材科学与技术 薄木 紫外光固化(UV)油墨 纳米二氧化钛 纳米氧化锌 耐光变色,"利用纳米二氧化钛和纳米氧化锌作为改性剂改性红色紫外光固化(UV)油墨和黄色UV油墨,并使用改性后的UV油墨印刷杨木薄木,采用激光粒度仪、紫外可见分光光度计和色彩分析仪表征了改性UV油墨的物理性能和老化前后印刷薄木的颜色变化。结果表明:改性后的UV油墨粒径变化较小;纳米二氧化钛和纳米氧化锌均能提高UV油墨在紫外区的吸光度,随着添加量的增加而增强;采用适量的纳米二氧化钛或纳米氧化锌改性UV油墨能够改善印刷薄木的耐光变色性能,但纳米氧化锌改性UV油墨印刷薄木的耐光变色性能优于纳米二氧化钛。纳米氧化锌在红色UV油墨中添加的较优质量分数为1.5%,印刷薄木的色差(ΔE*)为0.41,比未改性红色UV油墨印刷薄木降低了78.1%;纳米氧化锌在黄色UV油墨中添加的较优质量分数为0.5%,印刷薄木的ΔE*为3.12,比未改性黄色UV油墨印刷薄木降低了66.9%。"
2016,UV油墨光引发剂在食品包装材料中的残留分析--《包装工程》,光引发剂 UV油墨 残留量 包装材料,"目的研究UV油墨光引发剂在食品包装材料中的残留行为。方法以2种常用的UV油墨光引发剂EDB和907为研究对象,分别以PET薄膜和铜版纸为承印材料,通过IGT印刷适性仪控制印刷膜层厚度,IGT UV干燥器控制紫外光固化时间,研究光照能量、墨层厚度和油墨浓度对光引发剂在食品包装材料中残留的影响。结果光引发剂残留量会随着光照能量的增加而减少,随着墨层厚度增加而增加。对于PET薄膜,油墨含量高时光引发剂的残留量比油墨含量低时大,而铜版纸结果相反,油墨含量高时光引发剂的残留量较小。结论在实际UV油墨印刷中,应提高光照能量,对于不同的承印材料应采用含量不同的油墨,以减少光引发剂的残留,降低其迁移风险,增加食品包装的安全性。"
2010,UV油墨及应用技术--《中国印刷与包装研究》,UV油墨 分散性 固化速度 附着力,"UV技术在诸多领域有着广泛应用,UV油墨具有固化速度快、印刷质量高、无VOC排放等优点,作为一种环保型油墨,在各种印刷方式中的应用越来越受到重视。本文阐述了UV油墨体系的主要成分——预聚物、单体等的结构特点及UV固化机理;结合UV油墨技术发展趋势,探讨了UV喷墨油墨分散性及其评价方法、流变学特征;根据实验研究结果,从反应动力学的角度论述了UV油墨的固化速度及氧对聚合反应的影响规律;考察了UV胶印油墨的转移率及其在低能表面承印材料的附着力。"
2012,引发剂对UV油墨固化速度影响的研究--《应用化工》,引发剂 固化速度 复配 UV固化 油墨,"为提高UV油墨的固化速度,研究了羟烷基苯酮类1173、胺烷基苯酮类907、酰基磷氧化物类819、二苯甲酮类BP、硫杂蒽酮类ITX 5种引发剂及复配对UV油墨固化速度的影响。结果表明,引发剂浓度为2%,颜料浓度为4%,单体浓度为30%时,引发剂1173、BP的固化时间分别为20.88 s和70.56 s,引发剂907的光固化时间为7.14 s,引发剂819和ITX的光固化时间均可达到1.5 s。引发剂1173与BP进行1∶3复配时,固化速度是BP的4.9倍;引发剂907与BP进行1∶3复配时,固化速度是BP的4.3倍;引发剂ITX与907进行1∶1复配时,固化速度是907的2.3倍。"
2009,UV油墨的制备与性能优化--《精细化工中间体》,UV油墨 正交实验设计 配方 单体,"探讨了预聚物、单体、光引发剂、颜料等组分对UV油墨固化速度、附着力、耐抗性等性能的影响,应用正交实验设计方法对UV油墨各组分种类进行选择,对正交试验结果做极差分析及方差分析,结果表明:根据预先设计的组分比例,采用预聚物PQ611,单体A,光引发剂B,活性氨为加速剂,获得性能较好的UV油墨。"
2009,UV油墨光引发剂与颜料匹配的研究--《包装工程》,光屏蔽 透光窗口 颜料匹配 固化速率 光引发剂 固化油墨 吸收光谱 固化体系 低聚物 活性稀释剂,"UV油墨固化体系的关键组分是光引发剂,确定颜料的透光窗口是选择光引发剂的主要依据。阐述了影响油墨固化的相关因素,提出了确定UV油墨透光窗口的方法,并以此为基础讨论了UV油墨光引发剂与颜料匹配和印刷工艺色序的问题。"
2017,LED铝基板用UV油墨的制备及性能研究--《中国胶粘剂》,混杂型 紫外光固化油墨 固化速率 膜性能,"以环氧丙烯酸酯树脂(牌号6233)、聚氨酯丙烯酸酯树脂(牌号6112-100)和脂环族环氧树脂(牌号TTA26)为预聚体,并引入活性稀释剂、光引发剂和填料等助剂,采用自由基和阳离子UV(紫外光)固化工艺制备了LED(发光二极管)铝基板用UV油墨。研究结果表明:制备混杂型UV油墨的最佳工艺条件是m(6112-100)∶m(TTA26)=35∶65、w(活性稀释剂)=11%、w(光引发剂)=5%和w(钛白粉)=27%(均相对于预聚体总质量而言),此时该油墨的固化速率适中、附着力(为96%)相对较大、折射率(为1.60)相对较高且不发生黄变现象,并且膜性能优异。"
2014,基于UV油墨的3D地形图呈现--《包装学报》,D打印 等高线 UV油墨 地形图,"根据地形图的特点及UV油墨快速干燥的特性,提出一种运用3D建模和分层设色的方法,并通过实验,完成了中国台湾省主岛部分3D地形图的打印。选择台湾省主岛部分等高线图,在图形处理软件中,根据其高程,提取多幅等高线矢量图;根据墨层厚度与打印层数的定量关系,得到实际海拔高度与打印层数的对应关系,再根据等高线分层设色原理,设计分层设色对应表,并设定适当的比例尺,确定打印方案;使用喷墨打印机,打印得到具有一定立体感的3D彩色地形图。实验结果表明:根据UV油墨快速干燥的特点,使用UV喷墨打印机,可以打印得到具有立体效果的3D彩色地形图。"
2012,UV油墨、UV技术与UV艺术装饰--《丝网印刷》,发泡油墨 艺术装饰 玻璃装饰 特殊效果 技术 双重固化 个性化 金属化 艺术化 喷墨印刷,"UV油墨、UV技术与UV艺术装饰三者是相互关联的。要进行艺术装饰,不管是家电玻璃面板、还是家庭装饰中的艺术吊顶、橱柜面板、玻璃背景、隔断、移门等产品,首先都离不开新材料、新油墨。使用UV油墨,采用UV"
2014,单体对UV-LED喷墨油墨性能影响的研究--《包装工程》,单体 UV-LED喷墨油墨 性能 配方实验,"目的研究单体对UV-LED喷墨油墨性能的影响并改善油墨性能。方法选用不同单体分别制备油墨样品,测试色浆的分散性及油墨的黏度、表面张力、双键转换率、柔韧性和附着力,并采用配方实验方法设计复合单体配方,得到油墨综合性能最佳时混合单体的比例。结果色浆配方中复合单体最优质量比为mNPGDA∶mTMPTA=0.54∶0.46时,色浆分散性最优;油墨配方中复合单体的最优质量比为mTPGDA∶mTMPTA=0.61∶0.39时,油墨综合性能最优。结论单体对UV-LED喷墨油墨的分散性及固化速度有显著影响,对油墨固化后成膜性能影响也较大。"
2018,UV-LED磁性油墨固化时间影响因素研究--《包装工程》,UV-LED磁性防伪油墨 连接料 光引发剂 固化时间,"目的应用UV-LED固化技术来降低磁性防伪油墨的固化时间。方法选用环氧丙烯酸酯和二丙二醇二丙烯酸酯,通过改变两者的质量比来配制连接料,选用TPO和819为光引发剂,改变光引发剂的质量分数,固定其他组分,配制UV-LED磁性防伪油墨,打样并使用波长为395 nm的UV-LED光源照射,测定油墨的固化时间。结果数据结果表明,当连接料中环氧丙烯酸酯和二丙二醇二丙烯酸酯的质量比为1∶0.8,光引发剂选用819(质量分数为6%)时,磁性防伪油墨固化时间最快可达0.6 s,双键转化率最高可达96%。结论 UV-LED磁性防伪油墨固化时间的主要影响因素有预聚物与单体的质量比,光引发剂的种类与质量分数。在合理的粘度范围内,预聚物与单体的质量比值越大,固化时间越短;单一光引发剂所释放的自由基越多,固化速率越高,光引发剂质量分数越高,固化时间越短。"
2018,UV-LED固化技术在印铁行业中的应用及前景--《中国包装》,UV-LED 油墨 UV固化 设备 金属包装 印铁行业,"本文比较了UV-LED固化技术与UV固化技术的区别及利弊,比较了UV-LED油墨与UV油墨配套的固化设备性能的优劣,探讨了UV-LED技术在国内推广的基础条件及发展前景。"
2018,UV-LED喷墨油墨用单体和光引发剂性能的评估--《包装工程》,UV-LED固化 单体 光引发剂 喷墨油墨 适应性评估,"目的为了建立评估方法,优选出适用于UV-LED固化喷墨油墨的光引发剂和低粘度单体种类。方法用紫外-可见光分光光度计表征TPO, ITX, DETX, 819, 784, TPO-L等常见的6种光引发剂的紫外-可见吸收光谱。采用TPO为引发剂,分别用HDDA, ACMO, DPGDA, EOEOEA, DMAA等5种常用的低粘度单体,配制UV-LED喷墨油墨用连接料和油墨,用红外光谱和可见光透过光谱表征连接料的固化速度和固化膜的颜色,并通过指压法判定表干程度。结果 DMAA,EOEOEA组成的喷墨油墨连接料成膜性不好;含有ACMO连接料的透明度较好。结论满足食品、药品包装安全要求,可以用于UV-LED固化的光引发剂为TPO,TPO-L及819;以粘度和固化程度为标准,用于制作喷墨油墨的5种单体的适用性从高到低排序为DPGDA, HDDA, ACMO, EOEOEA, DMAA。建立的评估方法合理有效。"
2013,UV-LED油墨光引发剂和光源的研究--《北京印刷学院学报》,UV-LED油墨 UV-LED光源 光引发剂 固化速率,"UV-LED油墨因节能、环保、高效等优势备受关注。为提高UV-LED油墨的固化速率,选用不同光引发剂分别制备油墨,在不同波长及辐射能量的UV-LED光源下固化,研究了光引发剂和光源对油墨固化速率的影响。改变光引发剂质量分数制备油墨,测试油墨的固化速率,从而确定能使油墨获得较高固化速率的光引发剂质量分数。研究结果表明,光引发剂的种类、质量分数和光源的性能参数对UV-LED油墨的固化速率都有很大影响,所研制的油墨在颜料的透光窗口、光引发剂的光谱吸收峰、光源的光谱辐射峰三者相互匹配时有较高的固化速率。"
2018,单体对黑色UV-LED喷墨油墨分散性的影响--《北京印刷学院学报》,单体 UV-LED喷墨油墨 分散性,"为了得到分散性能优良的黑色UV-LED喷墨油墨,通过选用不同单体以及混合单体分别研磨制备色浆取样并测试其色浆的粒径大小,探讨单体对油墨分散性的影响。研究结果表明,对于碳黑颜料,不同的单体制备出的色浆分散性有差异,单独采用单体HDDA或EOEOEA配制的黑色UV-LED喷墨油墨粒径小,即得到的油墨分散性较好;采用混合单体HDDA:EOEOEA=1:1时制备的黑色UV-LED喷墨油墨色浆分散性更好。"
2014,单体对UV-LED喷墨油墨印刷质量的影响--《中国印刷与包装研究》,喷墨油墨 UV-LED 单体 线条印刷质量,"UV-LED喷墨油墨因节能、环保、高效等优点而备受关注。本实验主要选取了7种具有代表性的丙烯酸酯单体,分别制备了喷墨油墨样品,测试油墨的表面张力、分散性、黏度等性能参数,用来考察不同单体对UV-LED喷墨油墨性能的影响。使用喷墨印刷机进行喷墨印刷并采用UV-LED光源固化,测试样张中线条的线宽、密度、模糊度、粗糙度和对比度等印刷质量参数,分析单体的结构对制备油墨的印刷质量的影响。结果表明,不同结构的单体制备的油墨性能存在差异,单体种类对线条印刷质量也有显著影响。"
2015,UV-LED技术在号码油墨中的应用--《标签技术》,UV-LED技术;卤素灯;高压汞灯;快速固化;喷粉;凸印;周期长;光引发剂;光油;照射距离;,"在标签和票证上,一连串的号码起着标识、防伪、装饰等作用。传统的凸印号码油墨是采用氧化方式干燥,存在着干燥周期长、容易蹭脏等缺点。自从1969年美国首次将UV油墨用于卡纸印刷,且UV油墨因有着快速固化、无溶剂、免喷粉等优点得到了长足的发展。然而,传统的UV光源普遍为高压汞灯和金属卤素灯等光源,会产生能耗高、发热大以及臭氧等问题,对UV号码油墨的发展造成了一些不利影响。随着科技的发展,近些年来涌"
2015,UV-LED固化技术发展趋势--《电子元件与材料》,UV-LED固化 光源设备 高活性材料体系 新功能纳米粒子 D打印制造 UV固化,"综述了UV-LED光固化技术相关光源设备和光固化材料现状,指出光强在三维可控、发射波长与光引发剂配套、大功率、结构更简单是光源设备的发展方向;开发新的引发剂、单体、预聚物组成高活性、高能效UV-LED固化材料体系,并与新的光、声、电、磁功能纳米新材料以及3D打印制造有机结合是UV-LED固化材料的发展方向。"
2013,UV-LED绿色技术吹起高效节能之风--《印刷技术》,固化 光源系统 有限公司 水循环 印刷机 产业化发展 臭氧产生 综合指标 大功率 发光,"江苏广发光电科技有限公司(以下简称""广发光电"")是一家专业从事新型环保光源的应用研发和产业化发展的企业。其研发生产的大功率LED紫外(UV-LED)固化光源系统的综合指标已达到国际先进水平,在同等固化效率下,可比传统UV固化光源节能80%以上,且工作中无臭氧产生,在UV固化领域起到了革命性的作用。"
2018,柔印UV-LED油墨的配制--《西安理工大学》,UV-LED固化光源 柔印油墨 正交试验 固化速度,随着社会和经济的发展环保型油墨和绿色印刷方式成为发展趋势UVLED光固化采用光电转换原理具有发热量小效率高节能环保且光源寿命长等优势成为新型的固化方式柔印采用的是凸版轮转印刷方式结构简单操作方便并以其独特的印刷方式广泛应用于印刷包装中柔印UVLED油墨结合柔印和UVLED光固化的特点固化速度高对环境和人体无害成为新型的绿色油墨被人们广泛关注和研究本课题旨在制备一种粘度小固化速度高的柔印UVLED油墨主要工作如下1选择聚氨酯丙烯酸酯和超支化聚酯丙烯酸酯为预聚物并改变预聚物含量为20304050分别制备油墨测其色强度和粘度结果表明当超支化聚酯丙烯酸酯含量为30时油墨性能较好2采用TPO819ITX907四种光引发剂及固化速度较快的三种进行复配分别制备油墨用395nmUVLED固化光源进行照射测其固化时间结果表明采用光引发剂819制备的油墨固化时间最短且固化效果好墨层表面无泛黄现象3采用单因素法对品红颜料的用量进行优选固定油墨其他组分不变改变颜料含量为34567采用同样的方法改变光引发剂819含量为456778对光引发剂的用量进行优选结果表明当颜料含量为5光引发剂含量为6时固化时间最短4设计正交试验合成九组柔印UVLED油墨测其粘度固化时间色强度分析得到柔印UVLED油墨的最佳配方如下颜料品红5预聚物超支化聚酯丙烯酸酯40单体己二醇二丙烯酸酯45光引发剂8197助剂分散剂流平剂3其中分散剂与流平剂的比例为11配制得到的油墨粘度为893mpas色强度为148固化时间为05s印刷适性较好
2014,UV-LED喷墨油墨的研究--《南京林业大学》,UV-LED喷墨油墨 配方设计 油墨性能 印刷质量,随著环境保护呼声日益高涨油墨的环保化是一个重要的发展趋势近年来UV油墨以其环保高效高质量适应性广等优势成为目前受到最多关注的新型油墨拥有巨大的发展前景但由于常规UV光源为高压汞灯存在寿命短耗电量大承印材料受热变形及重金属污染等缺陷而UVLED光源是利用光电转换原理该固化方式更为节能环保且光源寿命长辐射热量低成为油墨的新宠本课题旨在通过改变UVLED喷墨油墨组分和配方以达到更好的油墨固化速度和印刷质量的提高本论文在前期UV喷墨油墨研究制备的基础上通过不同颜料光引发剂的组合制备油墨并用不同波长及辐射能量的UVLED光源测试油墨的固化速度研究油墨颜料透光窗口光引发剂吸收光谱和光源辐射光谱的匹配性对UVLED喷墨油墨固化速度的影响改变光引发剂预聚物单体种类分别制备油墨研究各组分对油墨分散性黏度表面张力和固化速度等性能的影响并通过配方实验设计油墨配方通过改变单体种类制备色浆及油墨研究单体对色浆分散性及UVLED喷墨油墨印刷质量的影响研究结果表明预聚物单体的结构光引发剂对光的吸收性及其含量光源的结构与性能参数对UVLED固化油墨的固化速度都有很大影响所研制的油墨在相匹配的光源下有较高的固化速度预聚物和单体对油墨的各项性能均有不同程度的影响根据实验配方制备的油墨综合性能优异单体对色浆的分散性以及UVLED喷墨油墨的印刷质量也有较大影响
2018,UV-LED磁性防伪油墨研究--《西安理工大学》,UV-LED Fe_3O_4纳米颗粒 羧基化改性 磁性防伪油墨,目前市场上的假冒伪劣产品给人们的健康带来巨大危害防伪技术与防伪材料的开发受到政府和研究人员的重视在众多防伪材料中UVLED磁性防伪油墨具有VOC排放低干燥速率快颜色深检测方便防伪效果优异等优点在绿色印刷领域有巨大的开发和应用前景本文先制备磁性Fe_3O_4纳米颗粒再使用油酸对其进行包覆最后采用KMnO_4H氧化的方法制得分散性能优异的磁性Fe_3O_4纳米颗粒最后以羧基化Fe_3O_4纳米颗粒为磁性颜料制备UVLED磁性防伪油墨本论文主要内容包括以下几点首先采用共沉淀法以FeSO_47H_2O与FeCl_36H_2O为原料制备平均粒径约为35nm的Fe_3O_4磁性纳米颗粒通过调节反应物浓度及反应温度成功制备出粒径均匀性好形貌均为球形且无团聚的Fe_3O_4纳米颗粒利用X射线衍射仪扫描电子显微镜振动样品磁强计等表征手段对合成的样品进行表征数据表明样品中无杂质纯度高形貌均为球形且无明显的团聚现象饱和磁化强度约为854emug剩余磁化强度约为92emug表现出良好的软磁性材料特性其次使用油酸对磁性Fe_3O_4纳米颗粒进行包覆再使用KMnO_4H给纳米Fe_3O_4颗粒表面接羧基制备出粒径约为50nm磁性能稳定在有机溶剂中具有优异分散性的羧基化磁性Fe_3O_4纳米颗粒通过沉降距离表征改性后磁性Fe_3O_4纳米颗粒的有机分散性能实验结果表明羧基化改性的磁性Fe_3O_4纳米颗粒的分散稳定性显著提高最后以自制的羧基化Fe_3O_4纳米颗粒为磁性颜料246三甲基苯甲酰基二苯氧化膦光引发剂819环氧丙烯酸酯与二丙二醇二丙烯酸酯DPGDA混合物为连接料制备UVLED磁性防伪油墨通过大量实验及性能测试研究了磁性颜料光引发剂和连结料各组分的含量对油墨粘度磁响应固化速率和耐磨擦性的影响根据实验数据优化配方后得到UVLED磁性防伪油墨的最终配方磁性颜料含量404511号连接料含量4550光引发剂819含量67助剂含量34该油墨磁响应强干燥速度快防伪效果好VOC排放低对环境友好
2009,用于油墨固化的紫外LED光源封装技术研究--《华中科技大学》,大功率紫外发光二极管 封装 多芯片阵列 油墨固化 热管理 光学建模 热学建模,随着紫外发光二极管UVLED芯片技术及其封装技术的快速发展由于紫外LED相比传统光源具有发光效率高寿命长节能环保反应速度快等特点使其在固化等行业具有巨大的市场前景各个国家地区都争相投资研发紫外LED光源这也将进一步推动相关的光电子材料能源半导体芯片制作以及封装等行业的发展影响LED出光效率主要有芯片本身和后期的封装结构目前紫外LED的发光功率普遍较低除了芯片制作水平的需要提高之外封装技术对LED的发光效率特性也有重要的影响本文主要工作是围绕紫外LED的封装工艺提出了点光源和可用于油墨固化的大功率芯片封装结构并对整个封装工艺进行研究具体包括以下内容首先介绍了目前大功率紫外LED在国内外的发展状况分析了紫外LED的市场应用前景及它应用于固化等行业的优点及可行性并引出当前LED封装所存在亟需解决的问题接着分析了热量产生原理和LED的封装热阻计算方法并比较分析了大功率LED封装材料如基板封装胶透镜和导热界面材料的选型增强器件的散热能力提高器件的可靠性再次提出了单颗LED和可用于油墨固化的大功率LED的结构设计方案结合计算机进行光学和热学建模仿真寻求用于紫外LED封装的最优LED间距以及有利于散热的最佳导热界面材料热导率和其厚度对结温的影响最后研究了紫外LED的封装工艺过程制备出点光源和大功率面光源模块并介绍了发光散热方面相关性能测试指标初步开展了VI曲线波长半带宽等指标的测试实验由于封装很大程度决定了LED发光器件的性能本课题的研究为紫外LED芯片封装具有重要的实用价值
2017,用于固化的高光密度紫外LED大功率光源的设计--《中国照明电器》,紫外LED LightTools 光固化,"针对高速柔印机对紫外LED光源的需求,设计大功率、高光密度、窄光斑的紫外固化固体光源。采用385 nm的正装垂直结构紫外LED芯片,进行芯片阵列排布,封装制作出9串1并和9串6并的两种尺寸COB样品,利用近场光学测试了小尺寸样品9串1并,获得了光源数据。利用LightTools软件进行6倍光源阵列得到了与大尺寸9串6并样品一致的近场光学光源数据,运用LightTools光学设计软件建模优化,获得了一款3 D透镜结构模型,在10cm处的紫外能量密度的模拟数值为6 W/cm~2。按3D结构模型开模制作出一款硅胶透镜,在10 cm处的紫外能量密度的实测值为6.08 W/cm~2。"
2017,用于固化的高光密度紫外LED大功率光源设计--《灯与照明》,紫外LED LightTools 光固化,"针对高速柔印机对紫外LED光源的需求,设计大功率、高光密度、窄光斑的紫外固化固体光源。采用385 nm的正装垂直结构紫外LED芯片,设计并制作电路板,封装制作出1并9串和6并9串2种尺寸的COB样品,利用1并9串样品进行了近场光学测试。根据近场测试所得光源参数,进行6倍阵列获得与6并9串COB样品大小相同的光源近场光学参数,在光学设计软件Light Tools上建模优化,得到一款3D透镜结构模型,在10 cm处的紫外能量密度模拟数值为6 W/cm2。按3D结构模型制作一款硅胶透镜,在10 cm处的紫外能量密度实测值为6.08 W/cm~2。"
2017,UV-LED印刷固化设备光源驱动的电路设计--《北京印刷学院学报》,UV-LED 固化 驱动电路,"UV-LED固化已经越来越被市场所采纳,成了资本市场的新宠儿,该项技术也已成为国内外印刷领域的研究热点。UV-LED印刷固化技术具有节能、环保、绿色的特点。和传统的UV固化方式相比,能够减少80%-90%的耗电量,不产生臭氧,没有VOC(易挥发的有机物质)排放。其中,光源驱动的电路设计是UV-LED固化设备的关键技术之一。UV-LED光源驱动的电路需要有很高的稳定性,以提高固化设备的工作可靠性和使用寿命。单颗UV-LED芯片功率只有几瓦,不能满足固化功率要求,因此可采用多颗芯片阵列组成UV-LED集成光源系统。本文介绍的光源系统是由72颗LED芯片采用阵列排布方式构成的,重点介绍通过整流滤波、填谷电路直接驱动LED芯片的电路。该驱动电路不仅可满足LED光源系统固化功率的要求,还可根据固化系统的实际需求对芯片功率进行补偿及提升,使固化设备的工作可靠性和使用寿命得到提高。"
2017,UV-LED印刷固化设备光源驱动的电路设计--《绿色包装》,UV-LED 固化 驱动电路,"UV-LED固化已经越来越被市场所采纳,成为了资本市场的新宠儿,该项技术也已成为国内外印刷领域的研究热点。UV-LED印刷固化技术具有节能、环保、绿色的特点。和传统的UV固化方式相比,能够减少80%-90%的耗电量,不产生臭氧,没有VOC(易挥发的有机物质)排放。其中,光源驱动的电路设计是UV-LED固化设备的关键技术之一。UV-LED光源驱动的电路需要有很高的稳定性,以提高固化设备的工作可靠性和使用寿命。单颗UV-LED芯片功率只有几瓦,不能满足固化功率要求,因此可采用多颗芯片阵列组成UV-LED集成光源系统。本文介绍的光源系统是由72颗LED芯片采用阵列排布方式构成的,重点介绍通过整流滤波、填谷电路直接驱动LED芯片的电路。该驱动电路不仅可满足LED光源系统固化功率的要求,还可根据固化系统的实际需求对芯片功率进行补偿及提升,使固化设备的工作可靠性和使用寿命得到提高。"
2017,单体对UV-LED固化光油性能的影响--《包装工程》,单体 UV-LED固化光油 性能,"目的研究单体对UV-LED固化光油性能的影响,并为正确选择单体配制印刷适性良好的UV-LED固化光油提供理论依据。方法主要通过控制预聚物、光引发剂和助剂的种类和比例不变,加入相同数量的不同种类的单体,分别制备光油样品,测试光油的粘度、表面张力和固化速度以及光油固化膜的附着力和柔韧性。结果不同单体对UV-LED固化光油的性能有不同的影响,采用复配单体,TMPTA和HDDA的质量比为3∶7时,UV-LED固化光油综合性能优异,符合市场上对光油的要求。结论单体对UV-LED固化光油的粘度和固化速度影响较大,对光油固化膜的附着力和柔韧性也有很大的影响。"
2016,流平剂对UV-LED光油性能的影响--《北京印刷学院学报》,流平剂 UV-LED光油 性能,"为了选出最适用于UV-LED光油的流平剂,为今后配制性能更为优异的UV-LED光油提供依据,选用有机硅类流平剂、聚丙烯酸酯类流平剂、溶剂型流平剂等3种流平剂分别制备光油样品,测试光油的黏度、表面张力、附着力和光泽度。结果表明,在几乎不改变黏度的前提下,有机硅类流平剂显著降低表面张力,提高润湿性和附着力,最佳用量下,所制UV-LED光油的光泽度较高,有机硅类流平剂比较适合UV-LED光油,并且可以用于食品接触场合,符合绿色环保要求。"
2018,UV-LED光固化散热结构的优化设计研究--《西安理工大学》,UV-LED 光固化 散热结构 优化设计,在紫外光固化领域UVLED光源有着传统卤素光源不可比拟的优势但是UVLED光源的散热成为制约其发展的关键问题因此针对UVLED光源的散热问题开展研究优化散热器结构以便提高其散热效率在热传导学的基础上结合三维建模和有限元分析方法对UVLED光源散热问题进行了理论分析优化设计与实验研究根据热传导理论和UVLED光源散热关键参数建立了初始散热器三维模型和热阻模型获得了散热器的总热阻计算公式确定了影响散热器效果的主要因素根据单因素变化设计实验获得了影响散热器效果的四个主要参数考虑多因素作用对散热效果的影响设计了四因素三水平正交实验对影响散热效果的因素进行排序选取了最优参数分析了优化后的散热器所能满足的极限功率结果表明UVLED光源温度与工作时间呈二次函数关系温度升高趋势有所减缓逐渐趋于稳定UVLED光源发光效率与温度呈线性函数关系温度越高发光效率越低低温冷气环境下的对流翅片式散热器散热效率更高正交实验结果证明最优实验组合是A3B3C2D1散热器结构参数设置最优相比已有散热器模型能够降温265743提升发光效率约2831mW优化后的散热器模型极限功率为91W
